user_id,country,registered_at,kyc_verified,typical_deposit_amt,typical_trade_volume,typical_lot_size,typical_session_duration,trades_per_day,preferred_instrument,ips,devices,fingerprint,is_anomalous,anomaly_labels
U0439,SB,2022-10-13,True,5642.17,6498.34,2.24,34.43,1.0,EUR/USD,204.66.190.56|111.26.88.76|8.169.153.72,device_581|device_176|device_444,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",False,
U0440,PG,2023-06-11,True,2029.48,500.0,0.39,36.57,3.0,NZD/USD,182.107.50.81|165.249.249.115|120.140.255.153,device_1194,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+5:30'}",True,dormant_withdrawal
U0441,GQ,2023-06-14,True,573.12,1229.19,1.87,9.45,3.0,AUD/USD,67.152.41.181|67.178.255.62,device_141|device_471|device_775,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",True,brute_force_login
U0442,RO,2023-05-09,True,5897.16,5753.9,1.24,53.72,5.0,NZD/USD,17.209.229.98,device_198|device_364|device_975,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",False,
U0443,BA,2022-07-05,True,1160.91,10133.83,1.53,50.75,0.1,GBP/USD,113.243.187.6|159.31.253.171,device_267|device_1105|device_3,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0444,NL,2023-10-19,True,9217.44,10108.05,1.06,65.37,0.1,NZD/USD,113.203.61.223,device_781|device_718,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",True,volume_spike
U0445,ML,2023-07-18,True,287.74,1799.18,0.76,17.6,2.0,XAU/USD,216.248.253.4,device_1114|device_837,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",False,
U0446,DO,2022-04-20,True,944.41,26396.47,0.95,10.31,5.0,EUR/USD,192.132.22.163|85.158.189.99,device_421|device_647|device_838,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC-6'}",True,dormant_withdrawal
U0447,JO,2022-02-03,True,1329.84,11690.31,0.19,18.77,0.1,USD/CHF,138.140.4.119|193.123.55.9|222.253.194.206,device_1157|device_749,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0448,HT,2022-10-05,True,862.19,1137.5,0.11,28.17,2.0,USD/CAD,210.241.137.16,device_1146|device_1137,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+9'}",True,kyc_before_withdrawal
U0449,MG,2022-12-15,True,3215.05,680.52,0.04,52.16,2.0,NZD/USD,39.9.227.251|188.56.146.87|138.24.38.26,device_244,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+1'}",False,
U0450,LC,2023-04-27,True,5039.11,3821.69,1.03,36.03,1.0,AUD/USD,172.9.64.204|45.136.4.222|89.234.86.175,device_107|device_330|device_797,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC-8'}",False,
U0451,EC,2022-03-28,True,2170.74,8286.81,2.15,13.15,4.0,GBP/USD,6.166.81.109|26.223.48.66,device_760,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",False,
U0452,DJ,2022-10-18,True,258.94,4910.05,1.24,24.94,2.0,USD/CHF,206.62.148.217|181.8.116.37|162.161.232.45,device_118|device_359|device_1013,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+8'}",True,collusion_ring
U0453,GN,2023-02-13,True,4109.74,22109.6,1.2,28.92,2.0,XAU/USD,163.79.222.94|211.169.238.221|196.104.254.92,device_74,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+2'}",False,
U0454,ID,2023-09-05,True,732.99,7541.58,0.32,66.7,5.0,NZD/USD,74.220.221.121|181.150.229.59,device_810|device_831|device_411,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+1'}",False,
U0455,BN,2022-05-19,True,882.07,5269.88,4.1,62.43,3.0,AUD/USD,75.164.236.127|159.207.164.121,device_464|device_399,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",True,ip_hopper
U0456,FR,2023-03-10,True,8463.11,16858.34,0.89,23.27,2.0,GBP/USD,101.11.167.112|44.156.2.183|42.72.230.74,device_1031,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",False,
U0457,MN,2023-03-14,True,2258.92,10313.04,1.85,19.58,2.0,USD/CHF,18.177.250.208|165.27.196.112,device_773|device_1154,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",True,ip_hub
U0458,MN,2022-01-04,True,559.41,500.0,0.08,25.43,2.0,EUR/USD,175.201.83.228|26.92.196.126,device_529,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0459,SG,2023-01-13,True,411.44,10892.84,0.88,37.64,1.0,AUD/USD,100.209.119.164|139.254.214.135|180.30.233.138,device_20|device_540|device_509,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0460,MT,2023-09-16,True,69.27,30014.35,2.0,29.4,4.0,USD/JPY,126.169.33.52|107.19.114.96,device_725|device_448,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0461,IR,2022-07-10,True,439.15,2558.71,0.48,84.49,1.0,XAU/USD,25.223.220.126|134.48.8.131|176.154.184.218,device_544,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0462,NA,2022-03-09,True,4743.23,785.57,1.0,9.19,2.0,GBP/USD,150.128.200.253,device_1009,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",False,
U0463,IR,2022-07-27,True,4772.44,21541.95,2.37,24.15,5.0,AUD/USD,96.151.76.25|212.114.22.14,device_563|device_1006|device_375,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0464,AE,2022-04-21,True,3292.36,33658.63,0.71,34.81,3.0,NZD/USD,3.208.2.253|213.6.89.175,device_67|device_1030|device_712,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0465,CV,2022-06-20,True,2620.12,3472.67,1.79,37.19,5.0,EUR/USD,143.29.17.218,device_432|device_778|device_1190,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+9'}",False,
U0466,BA,2023-03-12,True,1347.89,12850.7,1.47,66.48,1.0,USD/CHF,168.77.195.178,device_966|device_703,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC-6'}",False,
U0467,SO,2023-05-01,True,4533.67,2372.01,1.76,13.88,5.0,AUD/USD,109.192.184.116|202.250.9.93,device_573|device_924,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC+9'}",True,bot_session
U0468,ER,2023-04-12,True,543.43,70375.75,0.14,10.45,0.1,USD/CHF,129.136.186.147,device_886|device_781|device_402,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+0'}",True,dormant_withdrawal
U0469,GH,2023-06-05,True,449.39,22609.53,0.26,42.42,1.0,USD/JPY,90.12.128.168|6.59.125.90|192.150.208.116,device_1094|device_647|device_997,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",False,
U0470,BS,2023-10-15,True,682.5,13768.65,1.07,32.98,2.0,USD/JPY,78.22.169.182,device_521,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0471,ZM,2023-03-11,True,3257.93,29969.79,0.5,23.79,5.0,USD/CHF,129.186.141.153|166.53.30.164,device_844,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+3'}",False,
U0472,BG,2022-04-21,True,1595.14,14557.52,1.87,52.1,1.0,USD/JPY,82.139.95.74|53.156.242.189,device_666|device_1046,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",False,
U0473,TT,2022-03-14,True,876.47,27891.56,3.53,32.46,2.0,USD/JPY,116.45.237.241,device_691|device_864|device_1171,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+2'}",False,
U0474,CF,2022-12-16,True,759.34,10106.41,2.53,23.41,0.1,AUD/USD,73.244.172.12|203.1.71.159|117.255.178.233,device_548|device_810,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC+9'}",True,collusion_ring
U0475,OM,2022-06-17,True,1845.22,14120.44,2.0,32.92,2.0,NZD/USD,212.36.122.20,device_48,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",True,ip_hopper
U0476,FI,2023-05-01,True,2141.05,76500.7,2.19,61.02,3.0,GBP/USD,98.19.111.137,device_970,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",True,latency_arbitrage
U0477,NP,2022-06-14,True,1748.43,4374.84,0.97,31.29,3.0,GBP/USD,188.159.71.195,device_319|device_173,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0478,OM,2023-02-15,True,105.02,128056.18,0.79,24.17,3.0,USD/JPY,125.121.110.221,device_350|device_59|device_72,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",True,structuring
U0479,GB,2022-05-28,True,1894.22,5281.12,2.2,44.29,3.0,USD/CAD,192.215.58.229,device_1105|device_363|device_936,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+8'}",False,
U0480,LK,2023-01-19,True,440.97,46316.87,0.59,23.29,1.0,USD/CAD,125.92.81.34|175.61.204.207|6.227.147.192,device_184,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0481,SD,2023-03-11,True,499.62,1107.71,1.46,32.11,0.1,EUR/USD,105.210.170.69,device_280|device_705|device_588,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",False,
U0482,NP,2022-08-01,True,1319.31,7355.57,0.22,7.57,0.1,NZD/USD,50.24.168.74|109.204.156.52,device_474|device_15|device_1123,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+8'}",False,
U0483,BE,2022-09-11,True,4350.85,3914.72,0.6,27.87,1.0,USD/JPY,207.226.133.120|148.157.141.27|172.139.74.22,device_799|device_775|device_452,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0484,CM,2022-06-21,True,10365.97,19616.16,1.19,25.61,2.0,USD/CHF,9.129.155.17|153.215.223.62,device_1090|device_551|device_846,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",False,
U0485,ET,2023-02-09,True,1506.06,3984.23,0.53,8.11,2.0,USD/CAD,90.95.143.155|48.197.69.59|25.153.164.9,device_558|device_1008,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC+2'}",False,
U0486,GA,2023-10-13,True,620.89,3401.71,0.41,14.76,2.0,EUR/USD,180.194.77.190,device_578,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+0'}",False,
U0487,DJ,2023-04-08,False,3016.98,40562.68,0.7,15.22,0.1,EUR/USD,17.212.69.150|190.72.65.25,device_701,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0488,AG,2022-08-15,True,778.07,3253.21,0.29,10.3,0.1,EUR/USD,71.225.188.113|187.235.144.120,device_300,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0489,LR,2022-05-25,True,411.44,622.11,1.24,35.54,0.1,XAU/USD,199.114.218.218|130.139.138.47,device_26|device_250,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0490,KN,2023-10-29,True,655.5,69473.72,1.54,19.37,0.1,GBP/USD,219.29.128.40|177.31.211.226|57.98.20.87,device_427|device_969|device_797,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+0'}",False,
U0491,AM,2022-05-19,True,6166.29,53363.77,0.99,16.26,2.0,USD/CHF,168.126.191.19|198.71.41.67,device_612|device_407|device_739,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+3'}",False,
U0492,HR,2022-02-22,True,411.59,1524.33,0.35,36.17,3.0,EUR/USD,38.220.126.205,device_1198|device_246,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",False,
U0493,NO,2022-04-16,True,427.46,4516.65,1.02,19.81,2.0,USD/CAD,132.100.254.165|80.155.254.19|48.119.137.84,device_318|device_761|device_184,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",True,brute_force_login
U0494,PH,2022-03-09,True,957.09,18417.89,2.59,17.24,1.0,EUR/USD,98.237.48.214,device_316|device_1099,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0495,CZ,2023-01-12,True,1490.54,22548.67,1.89,9.59,1.0,AUD/USD,134.191.21.195|105.51.22.189,device_396|device_44|device_774,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",False,
U0496,MU,2022-07-24,True,324.15,9834.04,0.6,52.96,1.0,USD/CHF,135.164.103.170|86.21.133.93|72.115.165.133,device_1004|device_389|device_1161,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC-5'}",False,
U0497,AF,2022-08-10,True,4030.54,14070.14,3.26,18.31,2.0,USD/JPY,86.62.185.128|143.64.10.202,device_318|device_921|device_606,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",True,ip_hub
U0498,KH,2023-12-02,True,1972.41,34565.6,2.56,10.94,1.0,NZD/USD,217.226.162.181|106.76.41.115|184.31.247.218,device_39,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+3'}",False,
U0499,KM,2023-01-08,True,236.19,4683.07,1.54,18.81,1.0,NZD/USD,122.30.156.34,device_1019|device_1130|device_316,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0500,BI,2022-02-14,True,460.23,6660.32,0.65,15.14,3.0,GBP/USD,158.14.64.223|124.26.9.113|16.12.195.245,device_137|device_90|device_266,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+1'}",True,ip_hopper
